id,order_id,product_id,quantity,id,customer_id,employee_id,date,shipper_id,id,name,contact,address,city,postal_code,country,employee_id,last_name,first_name,birthdate,photo,notes,id,name,phone,id,name,supplier_id,category_id,unit,price,id,name,description,id,name,contact,address,city,postal_code,country,phone
109,10288,68,3,10288,66,4,1996-08-23,1,66,"Reggiani Caseifici","Maurizio Moroni","Strada Provinciale 124","Reggio Emilia",42100,Italy,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",1,"Speedy Express","(503) 555-9831",68,"Scottish Longbreads",8,3,"10 boxes x 8 pieces",12.50,3,Confections,"Desserts, candies, and sweet breads",8,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448"
112,10290,5,20,10290,15,8,1996-08-27,1,15,"Comercio Mineiro","Pedro Afonso","Av. dos Lusiadas, 23","Sao Paulo",05432-043,Brazil,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",1,"Speedy Express","(503) 555-9831",5,"Chef Antons Gumbo Mix",2,2,"36 boxes",21.35,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",2,"New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934","New Orleans",70117,USA,"(100) 555-4822"
113,10290,29,15,10290,15,8,1996-08-27,1,15,"Comercio Mineiro","Pedro Afonso","Av. dos Lusiadas, 23","Sao Paulo",05432-043,Brazil,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",1,"Speedy Express","(503) 555-9831",29,"Thuringer Rostbratwurst",12,6,"50 bags x 30 sausgs.",123.79,6,Meat/Poultry,"Prepared meats",12,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755"
114,10290,49,15,10290,15,8,1996-08-27,1,15,"Comercio Mineiro","Pedro Afonso","Av. dos Lusiadas, 23","Sao Paulo",05432-043,Brazil,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",1,"Speedy Express","(503) 555-9831",49,Maxilaku,23,3,"24 - 50 g pkgs.",20.00,3,Confections,"Desserts, candies, and sweet breads",23,"Karkki Oy","Anne Heikkonen","Valtakatu 12",Lappeenranta,53120,Finland,"(953) 10956"
115,10290,77,10,10290,15,8,1996-08-27,1,15,"Comercio Mineiro","Pedro Afonso","Av. dos Lusiadas, 23","Sao Paulo",05432-043,Brazil,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",1,"Speedy Express","(503) 555-9831",77,"Original Frankfurter grune Sosse",12,2,"12 boxes",13.00,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",12,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755"
130,10296,11,12,10296,46,6,1996-09-03,1,46,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo",Barquisimeto,3508,Venezuela,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",1,"Speedy Express","(503) 555-9831",11,"Queso Cabrales",5,4,"1 kg pkg.",21.00,4,"Dairy Products",Cheeses,5,"Cooperativa de Quesos Las Cabras","Antonio del Valle Saavedra","Calle del Rosal 4",Oviedo,33007,Spain,"(98) 598 76 54"
131,10296,16,30,10296,46,6,1996-09-03,1,46,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo",Barquisimeto,3508,Venezuela,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",1,"Speedy Express","(503) 555-9831",16,Pavlova,7,3,"32 - 500 g boxes",17.45,3,Confections,"Desserts, candies, and sweet breads",7,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343"
132,10296,69,15,10296,46,6,1996-09-03,1,46,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo",Barquisimeto,3508,Venezuela,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",1,"Speedy Express","(503) 555-9831",69,Gudbrandsdalsost,15,4,"10 kg pkg.",36.00,4,"Dairy Products",Cheeses,15,"Norske Meierier","Beate Vileid","Hatlevegen 5",Sandvika,1320,Norway,(0)2-953010
164,10309,4,20,10309,37,3,1996-09-19,1,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,3,Leverling,Janet,1963-08-30,EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.",1,"Speedy Express","(503) 555-9831",4,"Chef Antons Cajun Seasoning",2,2,"48 - 6 oz jars",22.00,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",2,"New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934","New Orleans",70117,USA,"(100) 555-4822"
165,10309,6,30,10309,37,3,1996-09-19,1,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,3,Leverling,Janet,1963-08-30,EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.",1,"Speedy Express","(503) 555-9831",6,"Grandmas Boysenberry Spread",3,2,"12 - 8 oz jars",25.00,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",3,"Grandma Kellys Homestead","Regina Murphy","707 Oxford Rd.","Ann Arbor",48104,USA,"(313) 555-5735"
166,10309,42,2,10309,37,3,1996-09-19,1,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,3,Leverling,Janet,1963-08-30,EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.",1,"Speedy Express","(503) 555-9831",42,"Singaporean Hokkien Fried Mee",20,5,"32 - 1 kg pkgs.",14.00,5,Grains/Cereals,"Breads, crackers, pasta, and cereal",20,"Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787
167,10309,43,20,10309,37,3,1996-09-19,1,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,3,Leverling,Janet,1963-08-30,EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.",1,"Speedy Express","(503) 555-9831",43,"Ipoh Coffee",20,1,"16 - 500 g tins",46.00,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",20,"Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787
168,10309,71,3,10309,37,3,1996-09-19,1,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,3,Leverling,Janet,1963-08-30,EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.",1,"Speedy Express","(503) 555-9831",71,Flotemysost,15,4,"10 - 500 g pkgs.",21.50,4,"Dairy Products",Cheeses,15,"Norske Meierier","Beate Vileid","Hatlevegen 5",Sandvika,1320,Norway,(0)2-953010
185,10317,1,20,10317,48,6,1996-09-30,1,48,"Lonesome Pine Restaurant","Fran Wilson","89 Chiaroscuro Rd.",Portland,97219,USA,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",1,"Speedy Express","(503) 555-9831",1,Chais,1,1,"10 boxes x 20 bags",18.00,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",1,"Exotic Liquid","Charlotte Cooper","49 Gilbert St.",Londona,"EC1 4SD",UK,"(171) 555-2222"
194,10323,15,5,10323,39,4,1996-10-07,1,39,"Koniglich Essen","Philip Cramer","Maubelstr. 90",Brandenburg,14776,Germany,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",1,"Speedy Express","(503) 555-9831",15,"Genen Shouyu",6,2,"24 - 250 ml bottles",15.50,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",6,Mayumis,"Mayumi Ohno","92 Setsuko Chuo-ku",Osaka,545,Japan,"(06) 431-7877"
195,10323,25,4,10323,39,4,1996-10-07,1,39,"Koniglich Essen","Philip Cramer","Maubelstr. 90",Brandenburg,14776,Germany,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",1,"Speedy Express","(503) 555-9831",25,"NuNuCa Nuss-Nougat-Creme",11,3,"20 - 450 g glasses",14.00,3,Confections,"Desserts, candies, and sweet breads",11,"Heli Susswaren GmbH and Co. KG","Petra Winkler","Tiergartenstrasse 5",Berlin,10785,Germany,"(010) 9984510"
196,10323,39,4,10323,39,4,1996-10-07,1,39,"Koniglich Essen","Philip Cramer","Maubelstr. 90",Brandenburg,14776,Germany,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",1,"Speedy Express","(503) 555-9831",39,"Chartreuse verte",18,1,"750 cc per bottle",18.00,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",18,"Aux joyeux ecclesiastiques","Guylene Nodier","203, Rue des Francs-Bourgeois",Paris,75004,France,"(1) 03.83.00.68"
197,10324,16,21,10324,71,9,1996-10-08,1,71,"Save-a-lot Markets","Jose Pavarotti","187 Suffolk Ln.",Boise,83720,USA,9,Dodsworth,Anne,1969-07-02,EmpID9.pic,"Anne has a BA degree in English from St. Lawrence College. She is fluent in French and German.",1,"Speedy Express","(503) 555-9831",16,Pavlova,7,3,"32 - 500 g boxes",17.45,3,Confections,"Desserts, candies, and sweet breads",7,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343"
